,LD1,LD2,NSP
0,4.459659688720641,3.13711671578959,3.0
1,-0.7353856217978195,-0.3456866330724912,1.0
2,4.701457318517179,3.119211743291544,3.0
3,-1.5695311893360597,-0.06100922255724022,1.0
4,0.9467103217097071,-0.6531586839204411,2.0
5,1.9791499051047563,-2.0611914197748233,1.0
6,-0.11519671923559942,0.9721676416951847,1.0
7,-0.4829517971785287,-0.34911873993351733,1.0
8,-0.17752306130283205,-0.5335380844994433,1.0
9,-1.5062635478877453,0.7807358301000945,1.0
10,0.06556422341849934,-1.5246447937863803,2.0
11,0.5516238709978316,-2.099867142820767,1.0
12,0.45695478134394774,-1.0128623382651794,2.0
13,-1.0139002940837696,1.2185399191644741,1.0
14,-0.9774856043449737,-0.5129505275127137,1.0
15,-0.9514522952341249,-0.040561828244852605,1.0
16,2.069110929638644,-1.7274371469932879,2.0
17,1.5786785387548434,-2.208766077967168,1.0
18,-1.195828700878326,1.7932216197006094,1.0
19,-0.571738636887608,0.8845315087457001,1.0
20,-0.4183915921621026,0.8961431119301808,1.0
21,0.542819475665835,1.4023396367525087,3.0
22,-0.7181492162582974,1.5689461053293596,1.0
23,-2.040696726751899,-0.4564202742930642,1.0
24,3.579010852399482,-1.537297422292743,3.0
25,-1.2411659368652097,0.34340617277869434,1.0
26,0.6532535842626209,1.0969582026578182,1.0
27,2.7756175620631374,1.8574568175024753,3.0
28,-1.0304059033874828,0.6466632260038803,1.0
29,-1.4957616582135693,0.4030691870633483,1.0
30,-0.37260639965330805,1.0073245774753237,1.0
31,-0.8678342351216313,0.6823469782918755,1.0
32,0.6972371719969084,-1.4155699646462632,2.0
33,-0.6909498967948715,0.931540258320443,1.0
34,-0.11138894232104665,0.47700179448584323,1.0
35,-0.4279737277248308,0.490390278415931,1.0
36,1.4016632808660638,-1.5645364983673709,3.0
37,-0.21401053297674166,-0.3554184843091729,1.0
38,6.456654824076937,2.837201455589582,3.0
39,0.5741841122754805,-0.9950995134774417,1.0
40,6.258635784391559,3.491086856228297,3.0
41,1.2106165214305438,-1.6024487696334775,2.0
42,-0.1741095460692894,-0.6118501447928929,1.0
43,-1.34506954639384,0.6663472603626335,1.0
44,-0.17222946430422284,-1.5864978427723757,2.0
45,0.2863624305500757,1.7976534455973796,1.0
46,-0.4623102580586665,0.006988787924933911,1.0
47,-0.6342493814461051,0.6094482511628792,1.0
48,-1.0361712981845173,0.1991444704212854,1.0
49,-0.42478149399391724,-1.5895174755041785,1.0
50,-1.029161909667894,1.0386766159908782,1.0
51,-1.796194236170525,-1.1077502100478867,1.0
52,-0.7017838674420149,-0.1763181033714624,1.0
53,-2.602498338160895,0.1967547539031948,1.0
54,2.345360564247451,-1.5519508862288787,3.0
55,-2.3185971419826665,1.7796688386918285,1.0
56,0.872941043344653,-0.3206896980430403,3.0
57,-1.2729927000895265,-0.3401075478716191,1.0
58,-0.8834368518180408,0.43669919274318864,1.0
59,-0.7478525429116634,0.1478162498323258,1.0
60,6.2249206610718035,3.4998623088316405,3.0
61,1.653392067658011,-1.756687559987721,2.0
62,0.8759710330888749,-1.9875161526152478,1.0
63,-0.4745489256490927,-0.279562540670331,1.0
64,0.05657800681526744,-1.4499066891307553,1.0
65,-1.5091567021504853,0.8394277582986948,1.0
66,-1.0770071203566862,0.752674958251538,1.0
67,-0.6093211337259382,0.7233722700521332,1.0
68,-2.16637605001078,0.16064352625374792,1.0
69,0.07503565299239873,-1.8540424394515453,2.0
70,-0.5312589191624644,-0.3091863088077505,1.0
71,-0.9516275970221958,1.8382301264276621,1.0
72,2.3316782739104376,-1.5417338814672794,2.0
73,-1.6819980078737091,1.4224670427140182,1.0
74,-0.3331317321773666,-0.9102625336161905,2.0
75,-0.9594998998033178,0.3300919919464814,1.0
76,-0.7157347933218,0.1941656930781577,1.0
77,2.2609326468620248,-2.345462889298132,2.0
78,-0.7822734608502209,0.9681743923491308,1.0
79,-1.0364799792681485,-0.7913902396271963,1.0
80,3.4101338178177336,-1.81835830532553,3.0
81,2.6964867665665824,-2.342759903190826,2.0
82,-0.2991794200349727,-0.7711283623121716,2.0
83,8.48451334941512,3.0773846258613324,3.0
84,-0.7805272710289732,1.0516358505824939,1.0
85,0.38065970184115916,-1.1296868687051262,2.0
86,-0.9301776527069572,1.4774612634348057,1.0
87,-1.2172286751462065,1.0022411812917922,1.0
88,0.6872640434865099,-0.29438127086486643,1.0
89,-1.3516965201403341,0.845743907412234,1.0
90,-1.0300693482672978,0.976867485451162,1.0
91,0.10800398579941162,0.6641802424698625,1.0
92,-1.9307284561423366,1.143780411652234,1.0
